sn,location_raw,latitude,longitude,PH,EC,TH,Ca,Mg,Na,K,CO3,HCO3,Cl,SO4,NO3,F,U_ppb,sample_date,NDVI,NDWI,Distance_to_Industry_km,Industrial_flag,hotspot_label,rain_actual_24h,rain_normal_24h,rain_pdn
407.0,Kancheepuram Tirukalukundram,12.6083,79.6667,7.29,810.0,340.0,44.0,56.0,44.0,20.0,0.0,201.0,135.0,32.0,51.0,0.73,0.17,2022-05-01,0.372,-0.051,31.84,0,2,0.0,17.6,-100.0
408.0,Kancheepuram Tirumani,12.6658,79.993,7.53,890.0,430.0,28.0,88.0,25.0,4.0,0.0,256.0,114.0,77.0,3.0,1.12,0.84,2022-05-01,0.108,0.263,14.16,0,1,8.3,13.5,-38.52
409.0,Kancheepuram Uthandi,12.8694,80.2472,7.46,370.0,100.0,34.0,4.0,30.0,16.0,0.0,127.0,32.0,44.0,5.0,0.03,0.57,2022-05-01,0.734,-0.053,37.97,0,0,10.5,16.0,-34.38
410.0,Kancheepuram Uthiramerur2,12.6083,79.7375,6.85,6080.0,1920.0,432.0,204.0,480.0,13.0,0.0,464.0,1839.0,128.0,29.0,0.8,6.95,2022-05-01,0.164,0.46,24.22,0,2,1.1,8.5,-87.06
411.0,Kancheepuram Uthukkadu pz,12.8292,79.83,7.46,780.0,320.0,64.0,39.0,41.0,10.0,0.0,329.0,85.0,12.0,2.0,0.84,8.44,2022-05-01,0.324,0.064,16.43,0,0,19.5,10.9,78.9
412.0,Kancheepuram Uttiramerur,12.6333,79.7607,7.49,685.0,310.0,8.0,71.0,20.0,10.0,0.0,183.0,95.0,42.0,17.0,1.0,0.17,2022-05-01,0.765,0.278,22.79,0,0,4.5,18.3,-75.41
413.0,Kancheepuram Vadakkupattu pz,12.8181,79.9367,7.69,1210.0,90.0,24.0,7.0,224.0,2.0,0.0,275.0,199.0,48.0,2.0,0.87,0.24,2022-05-01,0.765,0.516,14.89,0,0,6.1,24.3,-74.9
414.0,Kancheepuram Vadekkal Ow (Palnallur),12.9035,79.9139,7.52,1410.0,230.0,44.0,29.0,205.0,21.0,0.0,281.0,341.0,18.0,11.0,0.87,19.19,2022-05-01,0.501,0.356,5.21,0,0,6.1,6.0,1.67
415.0,Kancheepuram Vengaivasal,12.9003,80.1711,7.06,1604.0,520.0,96.0,68.0,123.0,13.0,0.0,500.0,270.0,38.0,5.0,0.86,1.88,2022-05-01,0.542,0.273,28.98,0,1,4.6,22.8,-79.82
416.0,Kancheepuram Vishranthi Old Age Home,12.9786,80.2606,7.12,1558.0,420.0,104.0,39.0,186.0,25.0,0.0,165.0,305.0,240.0,23.0,0.72,2.73,2022-05-01,0.414,0.127,38.5,0,1,0.0,16.5,-100.0
417.0,Kancheepuram Walajabad,12.775,79.825,7.22,1490.0,520.0,64.0,88.0,87.0,12.0,0.0,281.0,362.0,27.0,14.0,1.34,2.48,2022-05-01,0.305,0.133,21.88,0,1,14.6,16.3,-10.43
418.0,Kancheepuram VAYAULUR,12.5014,80.0816,6.99,840.0,280.0,44.0,41.0,78.0,14.0,0.0,220.0,199.0,18.45,0.0,0.7,0.47,2022-05-01,0.33,0.369,15.78,0,0,19.3,15.0,28.67
419.0,Kancheepuram INJAMBAKKAM,12.9263,80.2506,7.4,1434.0,330.0,96.0,22.0,158.0,21.0,0.0,342.0,242.0,16.25,6.0,0.61,4.58,2022-05-01,0.571,0.596,37.36,0,0,4.5,6.4,-29.69
420.0,Kancheepuram NEMMILI,12.7206,80.2279,7.44,598.0,210.0,40.0,27.0,44.0,8.0,0.0,122.0,125.0,16.15,13.0,0.63,0.36,2022-05-01,0.627,0.363,36.67,0,0,13.3,6.8,95.59
421.0,Kancheepuram PANAIYUR,12.9879,80.2678,7.36,1520.0,230.0,20.0,44.0,200.0,16.0,0.0,122.0,426.0,34.05,1.0,0.34,0.56,2022-05-01,0.654,0.29,39.4,0,1,14.8,17.0,-12.94
422.0,Kancheepuram UTHANDI,12.8955,80.244,7.3,760.0,290.0,60.0,34.0,40.0,12.0,0.0,183.0,125.0,43.0,8.0,0.56,0.54,2022-05-01,0.653,0.411,37.04,0,0,17.0,11.8,44.07
423.0,Kanyakumari Aralvaimozhi,8.25,77.5167,7.4,532.0,175.0,44.0,16.0,29.0,13.0,0.0,104.0,71.0,43.0,12.0,0.59,0.33,2022-05-01,0.164,0.226,69.06,0,0,8.5,23.3,-63.52
424.0,Kanyakumari Attur,8.325,77.2583,6.9,170.0,90.0,16.0,12.0,2.0,3.0,0.0,18.0,50.0,7.0,3.0,0.67,2.12,2022-05-01,0.446,-0.058,47.16,0,0,6.1,13.1,-53.44
425.0,Kanyakumari Boothapandy,8.2583,77.4528,7.3,1843.0,600.0,68.0,105.0,190.0,0.0,0.0,525.0,277.0,118.0,2.0,1.17,3.34,2022-05-01,0.14,0.294,65.38,0,1,6.5,7.9,-17.72
426.0,Kanyakumari Chenpagaramanpudur,8.2599,77.5099,7.0,665.0,235.0,36.0,35.0,39.0,0.0,0.0,305.0,28.0,23.0,2.0,1.82,0.16,2022-05-01,0.485,0.57,68.22,0,2,14.3,19.3,-25.91
427.0,Kanyakumari Chettiarmadam DW,8.1917,77.2953,6.9,180.0,110.0,12.0,19.0,15.0,4.0,0.0,61.0,50.0,10.0,11.0,0.86,0.16,2022-05-01,0.409,0.023,46.92,0,0,16.3,10.9,49.54
428.0,Kanyakumari Kanyakumari PZ,8.0889,77.55,7.4,1354.0,320.0,60.0,41.0,117.0,15.0,0.0,342.0,206.0,50.0,39.0,0.16,1.15,2022-05-01,0.721,0.383,66.1,0,1,3.6,15.5,-76.77
429.0,Kanyakumari Kanyakumari1,8.0833,77.55,7.5,1089.0,340.0,64.0,44.0,104.0,34.0,0.0,464.0,121.0,70.0,18.0,0.6,1.18,2022-05-01,0.346,0.041,66.19,0,0,7.4,19.0,-61.05
430.0,Kanyakumari Karungal pz,8.2347,77.2347,6.9,1241.0,250.0,32.0,41.0,166.0,28.0,0.0,61.0,305.0,65.0,54.0,0.14,0.16,2022-05-01,0.182,0.275,41.2,0,2,18.0,23.0,-21.74
431.0,Kanyakumari Kattudurai DW,8.2839,77.2719,6.9,755.0,130.0,24.0,17.0,104.0,17.0,0.0,49.0,177.0,32.0,46.0,0.32,0.0,2022-05-01,0.2,-0.032,46.78,0,2,16.1,20.8,-22.6
432.0,Kanyakumari Kolachal,8.1778,77.2625,6.85,475.0,200.0,24.0,34.0,35.0,0.0,0.0,37.0,99.0,65.0,26.0,1.08,0.14,2022-05-01,0.633,0.215,43.13,0,1,19.7,18.5,6.49
433.0,Kanyakumari Kulasekharan DW,8.3522,77.2858,7.0,555.0,210.0,24.0,36.0,31.0,13.0,0.0,85.0,99.0,65.0,8.0,0.15,0.15,2022-05-01,0.533,0.429,51.25,0,0,15.1,18.6,-18.82
434.0,Kanyakumari Kundal(West) PZ,8.1028,77.5439,7.4,1205.0,230.0,44.0,29.0,177.0,0.0,0.0,281.0,206.0,54.0,6.0,0.69,0.0,2022-05-01,0.171,0.143,66.58,0,0,7.9,23.9,-66.95
435.0,Kanyakumari Marthandam,8.3097,77.2142,6.9,250.0,120.0,20.0,17.0,12.0,0.0,0.0,37.0,43.0,29.0,26.0,0.92,0.0,2022-05-01,0.159,0.365,42.02,0,1,11.8,10.9,8.26
436.0,Kanyakumari Marthandam pz,8.3097,77.2142,6.9,381.0,100.0,16.0,15.0,26.0,12.0,0.0,12.0,99.0,6.0,13.0,0.34,0.0,2022-05-01,0.591,0.457,42.02,0,0,13.2,5.0,164.0
437.0,Kanyakumari Nagarkoil1,8.1667,77.45,7.1,1050.0,300.0,68.0,32.0,119.0,11.0,0.0,268.0,156.0,76.0,43.0,0.16,0.48,2022-05-01,0.151,0.549,63.8,0,1,1.6,10.4,-84.62
438.0,Kanyakumari Puthukadai,8.2793,77.1824,6.85,640.0,200.0,20.0,36.0,41.0,21.0,0.0,73.0,128.0,57.0,39.0,0.24,0.0,2022-05-01,0.675,0.064,37.38,0,1,10.9,9.4,15.96
439.0,Kanyakumari Thakkalai1,8.2486,77.3083,6.9,921.0,300.0,36.0,51.0,44.0,6.0,0.0,85.0,206.0,18.0,32.0,0.43,0.0,2022-05-01,0.594,0.18,49.5,0,1,14.2,18.2,-21.98
440.0,Kanyakumari Thiruvattar,8.3333,77.2678,7.0,231.0,120.0,16.0,19.0,11.0,3.0,0.0,24.0,43.0,29.0,51.0,0.6,0.17,2022-05-01,0.157,0.007,48.52,0,2,3.3,17.7,-81.36
441.0,Kanyakumari Variyur,8.1167,77.5425,7.5,1228.0,280.0,32.0,49.0,180.0,4.0,0.0,549.0,113.0,98.0,5.0,0.57,2.8,2022-05-01,0.159,0.595,66.58,0,0,15.6,16.9,-7.69
442.0,Kanyakumari Vellaivilai,8.2222,77.2583,6.96,660.0,180.0,12.0,36.0,69.0,0.0,0.0,24.0,149.0,57.0,41.0,0.58,0.11,2022-05-01,0.791,0.549,43.43,0,1,11.7,5.3,120.75
443.0,Kanyakumari Villukuri,8.225,77.3583,7.1,456.0,155.0,20.0,26.0,33.0,5.0,0.0,122.0,71.0,19.0,13.0,0.1,0.0,2022-05-01,0.362,0.278,54.38,0,0,19.0,19.6,-3.06
444.0,Karaikal Karaikal dw,10.9322,79.8314,7.72,1518.0,270.0,68.0,24.0,213.0,57.0,0.0,384.0,249.0,56.0,115.0,0.86,0.64,2022-05-01,0.359,0.489,79.02,0,2,0.8,11.5,-93.04
445.0,Karaikal Kilakasakudi,10.9333,79.8417,7.68,1825.0,340.0,76.0,36.0,221.0,52.0,0.0,336.0,376.0,83.0,46.0,0.55,1.21,2022-05-01,0.669,0.265,80.03,0,2,5.3,18.3,-71.04
446.0,Karaikal Kottucherry,10.9583,79.8167,7.63,504.0,200.0,40.0,24.0,36.0,9.0,0.0,92.0,50.0,88.0,58.0,0.71,0.13,2022-05-01,0.763,0.337,79.43,0,2,12.0,16.1,-25.47
447.0,Karaikal Thirunallur,10.9261,79.7922,7.81,1925.0,230.0,24.0,41.0,370.0,7.0,0.0,403.0,369.0,66.0,47.0,0.66,1.78,2022-05-01,0.79,-0.038,75.1,0,2,5.9,11.9,-50.42
448.0,Karur Allur -Agragaram dw,10.8661,78.5472,7.1,1322.0,270.0,48.0,36.0,120.0,96.0,0.0,360.0,185.0,79.0,28.0,0.11,0.59,2022-05-01,0.627,0.429,16.79,0,1,14.3,7.7,85.71
449.0,Karur Aravakurichi2,10.775,77.925,7.26,1205.0,370.0,68.0,49.0,115.0,5.0,0.0,390.0,192.0,28.0,19.0,0.16,1.85,2022-05-01,0.363,-0.011,33.48,0,0,15.2,6.9,120.29
450.0,Karur Ayyampalayam pz,11.0625,78.0361,7.26,4660.0,900.0,184.0,107.0,583.0,28.0,0.0,580.0,966.0,389.0,13.0,0.48,10.47,2022-05-01,0.158,0.478,67.68,0,2,2.1,21.6,-90.28
451.0,Karur Chinna Dharapuram,10.8667,77.9,7.24,1644.0,500.0,84.0,71.0,138.0,34.0,0.0,464.0,256.0,78.0,21.0,0.79,3.39,2022-05-01,0.644,0.447,42.29,0,1,10.3,23.4,-55.98
452.0,Karur Choladasanpatti pz,10.85,78.0,7.45,1166.0,430.0,76.0,58.0,97.0,8.0,0.0,342.0,121.0,198.0,17.0,0.17,6.15,2022-05-01,0.491,0.396,44.6,0,0,10.2,18.0,-43.33
453.0,Karur Echampatti pz,10.8589,78.4228,7.43,1896.0,340.0,40.0,58.0,269.0,5.0,0.0,439.0,369.0,55.0,4.0,1.39,4.4,2022-05-01,0.397,-0.075,28.39,0,1,7.4,7.1,4.23
454.0,Karur Enuguru DW,10.8547,78.4878,7.14,9070.0,1740.0,108.0,358.0,1252.0,12.0,0.0,1001.0,2386.0,229.0,20.0,0.87,10.7,2022-05-01,0.734,0.112,22.54,0,2,18.7,13.0,43.85
455.0,Karur Jagatabi,10.8417,78.1667,7.22,2740.0,620.0,124.0,75.0,312.0,6.0,0.0,525.0,462.0,165.0,116.0,1.56,8.71,2022-05-01,0.178,0.084,48.86,0,2,16.6,19.6,-15.31
456.0,Karur Kovilur,10.7603,77.8289,7.26,4040.0,1000.0,136.0,161.0,457.0,18.0,0.0,598.0,781.0,363.0,50.0,0.65,10.51,2022-05-01,0.445,0.152,29.32,0,2,13.9,20.6,-32.52
457.0,Karur Mayanur,10.9417,78.2417,7.0,1977.0,520.0,104.0,63.0,178.0,16.0,0.0,348.0,462.0,16.0,5.0,0.12,3.77,2022-05-01,0.108,-0.039,45.42,0,1,14.3,7.4,93.24
458.0,Karur Melnagavaram dw,10.8767,78.2219,7.05,2840.0,660.0,112.0,92.0,332.0,5.0,0.0,580.0,540.0,154.0,81.0,0.61,8.4,2022-05-01,0.428,0.556,48.75,0,2,9.2,5.0,84.0
459.0,Karur Paramatti1,10.9667,77.9125,7.36,1742.0,300.0,56.0,39.0,267.0,7.0,0.0,476.0,185.0,202.0,3.0,1.12,1.17,2022-05-01,0.139,0.288,53.41,0,1,18.4,19.2,-4.17
460.0,Karur Thogamalai,10.7292,78.425,7.17,3160.0,530.0,136.0,46.0,414.0,69.0,0.0,543.0,589.0,232.0,1.0,0.27,13.5,2022-05-01,0.183,0.114,36.74,0,2,13.9,12.1,14.88
461.0,Karur Veerapalayam dw,10.7789,78.1975,8.5,740.0,210.0,40.0,27.0,70.0,11.0,0.0,165.0,135.0,11.0,52.0,0.66,0.59,2022-05-01,0.182,0.178,41.19,0,2,14.6,10.1,44.55
462.0,Karur Vellianani,10.8667,78.1333,7.32,4080.0,790.0,96.0,134.0,427.0,130.0,0.0,647.0,682.0,284.0,205.0,1.58,6.58,2022-05-01,0.554,0.213,52.7,0,2,17.2,5.3,224.53
463.0,Krishnagiri Anusonai,12.5667,77.9,7.78,1157.0,410.0,64.0,61.0,69.0,64.0,0.0,342.0,149.0,130.0,12.0,0.51,5.33,2022-05-01,0.622,0.32,17.94,0,0,5.5,15.8,-65.19
464.0,Krishnagiri Anusonai,12.5667,77.9,7.78,1157.0,410.0,64.0,61.0,69.0,64.0,0.0,342.0,149.0,130.0,12.0,0.51,5.33,2022-05-01,0.508,0.261,17.94,0,0,16.1,22.0,-26.82
465.0,Krishnagiri Athimugam1,12.7583,77.9792,7.52,1336.0,410.0,100.0,39.0,122.0,5.0,0.0,207.0,149.0,314.0,38.0,1.15,76.28,2022-05-01,0.774,0.544,32.83,0,1,3.9,24.2,-83.88
466.0,Krishnagiri Athimugam1,12.7583,77.9792,7.52,1336.0,410.0,100.0,39.0,122.0,5.0,0.0,207.0,149.0,314.0,38.0,1.15,76.28,2022-05-01,0.362,0.248,32.83,0,1,6.9,16.3,-57.67
467.0,Krishnagiri Bargur,12.3242,78.2054,7.81,2260.0,690.0,60.0,131.0,202.0,9.0,0.0,567.0,305.0,238.0,100.0,1.28,5.53,2022-05-01,0.3,0.595,59.28,0,2,6.7,15.3,-56.21
468.0,Krishnagiri Billakottai Pz,12.4072,78.1658,7.6,1834.0,600.0,52.0,114.0,150.0,1.0,0.0,415.0,270.0,218.0,39.0,0.71,1.18,2022-05-01,0.708,0.496,51.28,0,1,19.6,6.7,192.54
469.0,Krishnagiri Billakottai Pz,12.4072,78.1658,7.6,1834.0,600.0,52.0,114.0,150.0,1.0,0.0,415.0,270.0,218.0,39.0,0.71,1.18,2022-05-01,0.257,0.046,51.28,0,1,17.1,16.0,6.88
470.0,Krishnagiri Billanakuppam,12.0626,78.1853,7.43,1090.0,400.0,52.0,66.0,81.0,11.0,0.0,390.0,121.0,120.0,16.0,1.28,32.37,2022-05-01,0.774,0.551,60.46,0,1,14.0,12.6,11.11
471.0,Krishnagiri Denkanikottai1,12.525,77.7833,7.36,2830.0,760.0,140.0,100.0,243.0,9.0,0.0,336.0,462.0,417.0,64.0,0.78,6.71,2022-05-01,0.109,-0.019,8.26,0,2,14.5,17.1,-15.2
472.0,Krishnagiri Denkanikottai1,12.525,77.7833,7.36,2830.0,760.0,140.0,100.0,243.0,9.0,0.0,336.0,462.0,417.0,64.0,0.78,6.71,2022-05-01,0.779,0.472,8.26,0,2,11.2,12.8,-12.5
473.0,Krishnagiri Enusonai,12.6138,78.0175,7.25,1290.0,440.0,80.0,58.0,77.0,11.0,0.0,275.0,149.0,128.0,114.0,1.84,3.21,2022-05-01,0.13,0.166,31.03,0,2,18.9,9.8,92.86
474.0,Krishnagiri Guruparapalli,12.5974,78.1331,7.7,598.0,290.0,60.0,34.0,5.0,4.0,0.0,159.0,85.0,43.0,2.0,0.3,2.43,2022-05-01,0.724,0.515,43.72,0,0,9.9,6.9,43.48
475.0,Krishnagiri Guruvinayanpalli,12.65,78.3292,7.54,1012.0,410.0,68.0,58.0,73.0,7.0,0.0,287.0,114.0,191.0,20.0,0.69,40.86,2022-05-01,0.469,0.508,65.86,0,0,7.6,11.3,-32.74
476.0,Krishnagiri Guruvinayanpalli,12.65,78.3292,7.54,1012.0,410.0,68.0,58.0,73.0,7.0,0.0,287.0,114.0,191.0,20.0,0.69,40.86,2022-05-01,0.795,0.464,65.86,0,0,3.3,6.9,-52.17
477.0,Krishnagiri Hosur HP,12.7167,77.8333,7.68,1240.0,500.0,120.0,49.0,77.0,5.0,0.0,329.0,185.0,138.0,44.0,0.74,13.64,2022-05-01,0.152,0.453,17.95,0,1,15.7,8.5,84.71
478.0,Krishnagiri Hosur HP,12.7167,77.8333,7.68,1240.0,500.0,120.0,49.0,77.0,5.0,0.0,329.0,185.0,138.0,44.0,0.74,13.64,2022-05-01,0.488,0.113,17.95,0,1,14.7,24.7,-40.49
479.0,Krishnagiri Karukkanchavadi,12.4083,78.2083,7.45,1320.0,490.0,80.0,71.0,110.0,2.0,0.0,342.0,256.0,88.0,18.0,0.72,1.89,2022-05-01,0.779,-0.043,55.62,0,0,7.7,13.9,-44.6
480.0,Krishnagiri Karukkanchavadi,12.4083,78.2083,7.45,1320.0,490.0,80.0,71.0,110.0,2.0,0.0,342.0,256.0,88.0,18.0,0.72,1.89,2022-05-01,0.466,0.182,55.62,0,0,0.5,15.6,-96.79
481.0,Krishnagiri Kaveripatnam,12.4125,78.2292,7.49,1682.0,650.0,40.0,134.0,100.0,3.0,0.0,329.0,362.0,91.0,8.0,0.64,1.48,2022-05-01,0.541,0.021,57.64,0,1,16.8,22.5,-25.33
482.0,Krishnagiri Kaveripatnam,12.4125,78.2292,7.49,1682.0,650.0,40.0,134.0,100.0,3.0,0.0,329.0,362.0,91.0,8.0,0.64,1.48,2022-05-01,0.587,0.386,57.64,0,1,0.2,24.9,-99.2
483.0,Krishnagiri Kawthalam,12.5347,78.0489,7.22,569.0,270.0,48.0,36.0,28.0,3.0,0.0,220.0,85.0,45.0,3.0,0.52,1.09,2022-05-01,0.418,0.142,34.8,0,0,14.1,16.7,-15.57
484.0,Krishnagiri Kawthalam,12.5347,78.0489,7.22,569.0,270.0,48.0,36.0,28.0,3.0,0.0,220.0,85.0,45.0,3.0,0.52,1.09,2022-05-01,0.539,0.583,34.8,0,0,19.4,21.2,-8.49
485.0,Krishnagiri Keezhkuppam Pz,12.2228,78.5283,7.84,1785.0,650.0,80.0,109.0,138.0,7.0,0.0,592.0,241.0,100.0,3.0,1.36,0.49,2022-05-01,0.509,0.349,56.12,0,1,8.8,11.5,-23.48
486.0,Krishnagiri Keezhkuppam Pz,12.2228,78.5283,7.84,1785.0,650.0,80.0,109.0,138.0,7.0,0.0,592.0,241.0,100.0,3.0,1.36,0.49,2022-05-01,0.731,0.476,56.12,0,1,4.7,11.1,-57.66
487.0,Krishnagiri Konnanur,12.3328,78.3503,7.09,1042.0,390.0,92.0,39.0,75.0,1.0,0.0,293.0,156.0,90.0,20.0,0.55,0.0,2022-05-01,0.132,-0.007,73.36,0,0,14.1,13.1,7.63
488.0,Krishnagiri Konnanur,12.3328,78.3503,7.09,1042.0,390.0,92.0,39.0,75.0,1.0,0.0,293.0,156.0,90.0,20.0,0.55,0.0,2022-05-01,0.297,0.503,73.36,0,0,16.3,18.5,-11.89
490.0,Krishnagiri Krishnagiri,12.313,78.1259,7.41,2700.0,690.0,140.0,83.0,258.0,6.0,0.0,397.0,490.0,263.0,122.0,0.64,3.32,2022-05-01,0.765,0.546,52.46,0,2,10.9,18.6,-41.4
491.0,Krishnagiri Machinayampalli,12.6156,77.7844,7.65,1424.0,470.0,148.0,24.0,82.0,21.0,0.0,275.0,128.0,252.0,86.0,1.38,16.11,2022-05-01,0.723,0.241,6.03,0,2,19.3,11.3,70.8
492.0,Krishnagiri Machinayampalli,12.6156,77.7844,7.65,1424.0,470.0,148.0,24.0,82.0,21.0,0.0,275.0,128.0,252.0,86.0,1.38,16.11,2022-05-01,0.419,0.324,6.03,0,2,1.0,7.7,-87.01
493.0,Krishnagiri Machinkanakottai,12.4131,78.1708,7.1,1230.0,510.0,112.0,56.0,80.0,6.0,0.0,415.0,178.0,80.0,7.0,1.29,6.87,2022-05-01,0.534,0.435,51.55,0,1,10.1,17.6,-42.61
494.0,Krishnagiri Machinkanakottai,12.4131,78.1708,7.1,1230.0,510.0,112.0,56.0,80.0,6.0,0.0,415.0,178.0,80.0,7.0,1.29,6.87,2022-05-01,0.294,0.022,51.55,0,1,14.4,7.6,89.47
495.0,Krishnagiri Mahadeva Gollahalli,12.4025,78.3436,7.52,1208.0,480.0,100.0,56.0,90.0,17.0,0.0,329.0,220.0,69.0,18.0,0.89,1.31,2022-05-01,0.232,0.252,70.06,0,0,17.3,16.6,4.22
496.0,Krishnagiri Mahadeva Gollahalli,12.4025,78.3436,7.52,1208.0,480.0,100.0,56.0,90.0,17.0,0.0,329.0,220.0,69.0,18.0,0.89,1.31,2022-05-01,0.425,0.179,70.06,0,0,3.6,18.9,-80.95
497.0,Krishnagiri Mallapadi,12.5344,78.3752,7.44,1304.0,490.0,88.0,66.0,72.0,8.0,0.0,354.0,206.0,110.0,19.0,0.98,7.77,2022-05-01,0.347,0.002,70.79,0,0,16.0,19.0,-15.79
498.0,Krishnagiri Mattur,12.3833,78.4139,7.84,3860.0,1260.0,236.0,163.0,274.0,22.0,0.0,689.0,646.0,347.0,211.0,0.34,2.1,2022-05-01,0.509,0.157,76.4,0,2,11.1,20.1,-44.78
499.0,Krishnagiri Mattur,12.3833,78.4139,7.84,3860.0,1260.0,236.0,163.0,274.0,22.0,0.0,689.0,646.0,347.0,211.0,0.34,2.1,2022-05-01,0.154,-0.052,76.4,0,2,7.9,22.5,-64.89
500.0,Krishnagiri Mattur2,12.3833,78.4167,7.26,1479.0,520.0,48.0,97.0,140.0,1.0,0.0,458.0,249.0,78.0,12.0,1.17,2.24,2022-05-01,0.782,-0.082,76.31,0,1,2.6,15.0,-82.67
501.0,Krishnagiri Mattur2,12.3833,78.4167,7.26,1479.0,520.0,48.0,97.0,140.0,1.0,0.0,458.0,249.0,78.0,12.0,1.17,2.24,2022-05-01,0.79,-0.005,76.31,0,1,17.3,19.6,-11.73
502.0,Krishnagiri Megalachinnapalli,12.625,78.2542,7.44,1820.0,700.0,100.0,109.0,145.0,3.0,0.0,397.0,291.0,279.0,11.0,0.92,68.13,2022-05-01,0.589,0.574,57.31,0,1,3.1,17.4,-82.18
503.0,Krishnagiri Megalachinnapalli,12.625,78.2542,7.44,1820.0,700.0,100.0,109.0,145.0,3.0,0.0,397.0,291.0,279.0,11.0,0.92,68.13,2022-05-01,0.475,0.285,57.31,0,1,6.2,8.7,-28.74
504.0,Krishnagiri Nagathunai,12.5639,77.9128,7.8,792.0,310.0,64.0,36.0,59.0,1.0,0.0,244.0,114.0,68.0,18.0,1.21,0.0,2022-05-01,0.317,0.576,19.39,0,1,5.8,5.5,5.45
505.0,Krishnagiri Nagathunai,12.5639,77.9128,7.8,792.0,310.0,64.0,36.0,59.0,1.0,0.0,244.0,114.0,68.0,18.0,1.21,0.0,2022-05-01,0.67,0.203,19.39,0,1,17.4,10.7,62.62
506.0,Krishnagiri Nattamaikottai,12.4721,78.2154,7.45,1337.0,410.0,48.0,71.0,153.0,2.0,0.0,342.0,284.0,66.0,17.0,1.69,6.15,2022-05-01,0.579,0.118,54.3,0,2,13.5,13.9,-2.88
507.0,Krishnagiri Pannandur,12.3013,78.2794,7.23,3270.0,900.0,236.0,75.0,282.0,5.0,0.0,177.0,1001.0,82.0,28.0,0.5,8.52,2022-05-01,0.214,0.254,67.71,0,2,15.9,17.3,-8.09
508.0,Krishnagiri Panneswara Madam,12.3917,78.2469,7.14,3630.0,1000.0,140.0,158.0,259.0,57.0,0.0,531.0,675.0,215.0,170.0,1.29,0.42,2022-05-01,0.738,0.208,60.28,0,2,5.0,22.0,-77.27
509.0,Krishnagiri Panneswara Madam,12.3917,78.2469,7.14,3630.0,1000.0,140.0,158.0,259.0,57.0,0.0,531.0,675.0,215.0,170.0,1.29,0.42,2022-05-01,0.676,-0.026,60.28,0,2,12.5,8.9,40.45
510.0,Krishnagiri Pudur Punganai,12.1864,78.4842,7.13,2120.0,680.0,128.0,88.0,139.0,23.0,0.0,488.0,320.0,116.0,121.0,1.48,1.21,2022-05-01,0.765,0.349,53.24,0,2,11.4,7.5,52.0
511.0,Krishnagiri Rayakottai,12.5111,78.5111,7.7,1620.0,580.0,120.0,68.0,98.0,52.0,0.0,525.0,256.0,77.0,24.0,0.73,0.0,2022-05-01,0.608,0.051,86.05,0,1,16.7,24.3,-31.28
512.0,Krishnagiri Sulagiri,12.6667,78.025,7.5,2600.0,790.0,160.0,95.0,197.0,3.0,0.0,500.0,348.0,213.0,206.0,1.02,0.28,2022-05-01,0.529,0.334,32.97,0,2,18.1,7.2,151.39
513.0,Krishnagiri Tattarhalli,12.3408,78.2458,7.25,696.0,280.0,60.0,32.0,27.0,4.0,0.0,195.0,85.0,55.0,11.0,0.61,2.0,2022-05-01,0.393,0.355,62.41,0,0,0.2,14.6,-98.63
514.0,Krishnagiri Udhanapalli,12.6103,77.9395,7.74,1305.0,350.0,52.0,54.0,117.0,2.0,0.0,342.0,170.0,80.0,33.0,0.61,3.38,2022-05-01,0.753,0.006,22.38,0,1,13.5,16.7,-19.16
515.0,Krishnagiri Unichetty,12.437,77.8505,7.9,683.0,340.0,48.0,54.0,2.0,3.0,0.0,311.0,71.0,2.0,4.0,0.63,1.34,2022-05-01,0.706,-0.057,20.55,0,0,1.0,15.8,-93.67
516.0,Krishnagiri Uttangarai,12.2667,78.5292,7.47,1123.0,560.0,80.0,88.0,48.0,5.0,0.0,323.0,149.0,78.0,85.0,1.15,0.09,2022-05-01,0.132,0.447,60.92,0,2,11.0,6.7,64.18
517.0,Krishnagiri Vanambli,12.3475,78.555,7.82,1744.0,510.0,68.0,83.0,135.0,3.0,0.0,311.0,348.0,109.0,8.0,1.42,1.35,2022-05-01,0.118,0.222,69.48,0,1,5.8,6.1,-4.92
518.0,Krishnagiri Vappanapalli,12.6998,78.1925,7.69,1854.0,450.0,68.0,68.0,247.0,8.0,0.0,451.0,263.0,227.0,51.0,1.7,48.88,2022-05-01,0.364,-0.059,51.88,0,2,6.1,7.1,-14.08
519.0,Krishnagiri Virupakshinagar,12.5933,77.8681,6.76,918.0,350.0,60.0,49.0,59.0,2.0,0.0,98.0,185.0,105.0,84.0,0.62,0.0,2022-05-01,0.667,0.596,14.31,0,2,7.1,16.7,-57.49
520.0,Madurai Alanganallur,10.05,78.0967,7.41,1287.0,460.0,36.0,90.0,99.0,13.0,0.0,366.0,178.0,52.0,112.0,0.94,3.2,2022-05-01,0.791,-0.06,11.71,0,2,12.4,15.9,-22.01
521.0,Madurai Andarkottaram pz,9.9086,78.1858,7.51,1497.0,420.0,92.0,46.0,141.0,5.0,0.0,317.0,299.0,78.0,27.0,0.42,0.79,2022-05-01,0.205,0.387,23.43,0,1,6.7,9.7,-30.93
